"Status","URL","Redirected to","Link Text","On Page","Time stamp"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-button.js","","src/js/playback-rate-menu-button.js line number: 135","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-item.js","","src/js/playback-rate-menu-item.js line number: 32","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/playback-rate-menu-item.js","","src/js/playback-rate-menu-item.js line number: 42","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/playback-rate-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/mute-toggle.js","","src/js/mute-toggle.js line number: 39","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/mute-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/mute-toggle.js","","src/js/mute-toggle.js line number: 49","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/mute-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/mute-toggle.js","","src/js/mute-toggle.js line number: 58","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/mute-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/play-progress-bar.js","","src/js/play-progress-bar.js line number: 25","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/play-progress-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/play-toggle.js","","src/js/play-toggle.js line number: 24","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/play-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/play-toggle.js","","src/js/play-toggle.js line number: 34","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/play-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/play-toggle.js","","src/js/play-toggle.js line number: 58","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/play-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/play-toggle.js","","src/js/play-toggle.js line number: 47","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/play-toggle.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/off-text-track-menu-item.js","","src/js/off-text-track-menu-item.js line number: 32","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/off-text-track-menu-item.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/progress-control.js","","src/js/progress-control.js line number: 19","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/progress-control.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 28","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 54","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 65","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 79","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 94","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 117","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 108","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/seek-bar.js","","src/js/seek-bar.js line number: 42","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 149","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 188","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 197","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 163","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 172","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 111","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 209","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/seek-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 149","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 38","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 188","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 197","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 163","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 172","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 64","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 85","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 92","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 111","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 209","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/slider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 149","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 188","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 197","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 163","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 172","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 64","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 92","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 111","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/slider.js","","src/js/slider.js line number: 209","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/remaining-time-display.js","","src/js/remaining-time-display.js line number: 24","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/remaining-time-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/remaining-time-display.js","","src/js/remaining-time-display.js line number: 48","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/remaining-time-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/spacer.js","","src/js/spacer.js line number: 15","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/spacer.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/spacer.js","","src/js/spacer.js line number: 25","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/spacer.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/subtitles-button.js","","src/js/subtitles-button.js line number: 23","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/subtitles-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 89","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 207","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 77","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 64","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 224","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 100","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-display.js","","src/js/text-track-display.js line number: 122","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-display.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-settings.js","","src/js/text-track-settings.js line number: 63","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-settings.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-settings.js","","src/js/text-track-settings.js line number: 76","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-settings.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-settings.js","","src/js/text-track-settings.js line number: 155","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-settings.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-settings.js","","src/js/text-track-settings.js line number: 172","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-settings.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-settings.js","","src/js/text-track-settings.js line number: 121","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-settings.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/text-track-settings.js","","src/js/text-track-settings.js line number: 192","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/text-track-settings.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/time-divider.js","","src/js/time-divider.js line number: 17","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/time-divider.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-bar.js","","src/js/volume-bar.js line number: 27","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-bar.js","","src/js/volume-bar.js line number: 54","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-bar.js","","src/js/volume-bar.js line number: 41","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-bar.js","","src/js/volume-bar.js line number: 77","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-bar.js","","src/js/volume-bar.js line number: 68","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-bar.js","","src/js/volume-bar.js line number: 86","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-bar.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-control.js","","src/js/volume-control.js line number: 35","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-control.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-level.js","","src/js/volume-level.js line number: 16","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-level.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-menu-button.js","","src/js/volume-menu-button.js line number: 70","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-menu-button.js","","src/js/volume-menu-button.js line number: 87","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","https://github.com/videojs/video.js/blob/master/src/js/volume-menu-button.js","","src/js/volume-menu-button.js line number: 106","http://docs.brightcove.com/en/video-cloud/brightcove-player/reference/api-vjs5/volume-menu-button.html","Jan 24, 2016, 10:56:08 AM"
"Could not connect to the server.","http://solutions.brightcove.com:8003","","http://solutions.brightcove.com:8003","http://docs.brightcove.com/en/video-cloud/player-management/guides/vc-player-mgmt-quick-start.html","Jan 24, 2016, 10:56:08 AM"
"404 not found","http://docs.brightcove.com/en/video-cloud//studio/managing-accounts/managing-api-credentials.html","","Managing API Authentication Credentials","http://docs.brightcove.com/en/video-cloud//oauth-api/guides/api-operations.html","Jan 24, 2016, 10:57:14 AM"
"404 not found","http://docs.brightcove.com/en/video-cloud//studio/managing-accounts/managing-api-credentials.html","","Managing API Credentials","http://docs.brightcove.com/en/video-cloud//oauth-api/guides/get-token.html","Jan 24, 2016, 10:57:14 AM"
